Emotion,Text
joy,quotLess tree means worldquot look like amp consider giving Christmas
joy,afternoon difficult thoughts week Spread #happiness #weekend Ahole choice
joy,Looks like Im watching Indian movie tonight #filmclass
joy,feel good morning :)
joy,worst headache amp dont sleep tonight
fear,Kagan deeply concerned access child limited 
surprise,gaan eens een rustig tv avondje tegemoetons metaal voorbereiden op een druk maken #weekend
sadness,awkward moment feel like killed good conversation :/
surprise,Oh great skinny bitch immune deficiency
fear,Downing Street mandarins grew alarmed reports snub yesterday text private diplomatic traffic  telex sent Mr Clinton Saturday  public 
surprise,Goodnight little jail birds attend school tomorrow itll
fear,gloriously late morning children wellbehaved PLANNING
joy,U excitement feelings stomach amp heart amp often too blessing butterflies
sadness,cant belive wont news   long time
joy,Guy Sterne great difficulty controlling amusement 
joy,dad came blow torch
sadness,  rude Gone retweet Good Night
neutral,$50 
joy,  long long week weekend ahead chores #suchislife thanks asking though you
anger,expensive car city  
fear,  hope so feel better n way weird n other U knw meds affectalso spider medicine making dream insects
anger,Stupid fucking woman bus talks bus driver week ages wanna home u stupid dirty old fuck
sadness,Super pissed Tore favorite fucking Polo today
sadness,dejected opposition leader  John Hewson  reacted crushing defeat yesterday abandoning key policies trumpeted essential Australia 
anger,cant  dare tell going marry 
joy,day starting fantastic Nose bleed puking work
disgust,  time head basketball coach Syracuse Bernie Fine fired allegations child molestation
sadness,cigarette want fucking cigarette want destroy me shit love hurts much  want smoke
anger,Ive said before Ill again maybe learn time: makes clear mind clouded
sadness,colleagues decided Saturday inviting decide place time
joy,want RT   Help spread #laughter Twitter watch funny videos save 20% Lenox owly/7Pslx
sadness,excited plans friday work out
joy,dad telling best news ever Im getting butterflies amp wanna cry
anger,impression arouse anger see angry respects ~Richard M Nixon
sadness,poor mother griefstricken 
joy,makes rich money bank account feel everyday #happiness
joy,smile think Im beautiful smile know blessed
surprise,receive minute information supper nonnas
fear,child terrible nightmare St Nicholas Devil Servant asked mother existed said yes following nights sleep light left turned on
joy,Realizing ones desire experienced feeling satisfaction realization ones desires aims
shame,days captains industry ashamed live close source wealth 
sadness,amused Seen Christmas prezzie pile mother father small :(
joy,watched Fair Queen daughter Kris smile complimented 25 Santa hat wearing kids saying quotQueen rock BIGquot
anger,  person interprets pain differently Prime example: fibro People w/fibro know
surprise,Hele leuke surprise gehad thuis en met schatje   resultaat: van   en 30 worstenbroodjes
joy,Dec 1st finally crack open Advent Calendar listen songs decorate house judged
sadness,cool lookin like potato compared girls soccer team party
joy,better mood today Living life shouldLaughing little things
surprise,      law Egypt ILLEGAL marry younger 18 years AGE
surprise,Thuis van papa eindelijk weten wat kunnen maken #fit en nu snel spulletjes pakken voor #freerunnen
joy,Going Korean cuisine family celebrate parents wedding anniversary :)
disgust,Eva Mendes REALLY Ive lost hope humanity Ryan Gosling broke heart
joy,cold die Shivering Feel sickk
joy,Friday nights spent
fear,saw horrible movie  Alien
joy,skipping philosophy best idea Ive
sadness,  true face good ole sabetha know
joy,astonished penguin  swooped low delight sleek feathers solid little body 
sadness,Im sorry  Ill bring hot right away 
joy,Today lot better architecture project expected
fear,Hashtag day: love America facets complex compilation humanity #imsadfortheworld
joy,    charitable organization gives sick kids America amp #MAGIC cards
anger,fault  cant shopping 
fear,problemYour Attention 2 fearful possibilities attracting force Stop 8 quick Cheryl Janecky #loa #anxiety
sadness,big Sean fell stage performing son hard tho ASS ASS ASS ASS ASS ASS ASS ASS ASS
joy,time got near  backed  ecstatic excitement  tail wagging furiously 
sadness,saw Team Rafias GISHWHES notification Island died
joy,kid peed pants work
sadness,Finding life span China shorter West
fear,Happy birthday   Birthday beats post #totheface #youradeadmanwalking #qualityfilm
anger,  tweet reason im twittercouldnt better self FUCK VOODOO FUCK DEN FUCK FACEBOOK
joy,grateful study break attend FBCs Oxford Christmas beats Christmas music presented orchestra choir #fb
joy,walking door   makes atmosphere prices smell great xx
joy,Lmao RT   shit pants Pure 100% gravy
joy,Spending tomorrow PlayGround Paradise bunch little kids
joy,Tomorrow mondayurghbeep test tomorrow
sadness,  : weekdays food awful lol Brunch weekends ok
anger, knew angry leaving long 
joy,Breakfast social affair frequently visited new found friends shape fat vocal geese  young swan bevy excited ducks 
joy,got small present form person like much
sadness,awesome start car quit mean QUIT 
sadness,strain living legal ties leads considerable anguish 
fear, Noss agora eu com medo Deu um trovão aki lado de casa que porta ta tremendo meu tercinho ta tremendo tb
joy,Working black Friday
joy,guitars amp equipment moved new home recording studio
joy,Fuck neeed bed work 6:45a tomorrow
disgust,times  Gedge persuaded stay band disgruntled  warnings  given ostensibly wanted leave 
sadness,lost purse money it sad found it
joy,day Thanksgiving Break Im right started bs Chemistry work amp Research Project
neutral,Zinas new programmers working 
sadness,  lol got right hate ish hate concept Lol
sadness,hate crave food dont happen pantry
joy,close friend met station middle night came long tiring journey
joy,think storms going okay foking tornado whips outta foks worse
fear,hungry punished choices nothing
joy,thankful new day Today going productive Praying #peace Brothers Sisters today
joy,Remember little needed happy life ~ Marcus Aurelius RT  
anger,called friend stranger soon got boyfriend Hahahaha soon realise silly
disgust,Thinking ate today wanting vomit
sadness,Oh dear  pity  sure lost wallet theatre 
joy,math dance class dance fashionshow hair nails study
joy, life style relaxed city  seafood tastier 
sadness, feel despair deceived betrayed 
joy,went shopping parents  father payed me glad
fear,terrified hear   singing karaoke tomorrow think ears start bleeding#ahh
fear,feeling u knowing u worked hanging balance depends meeting
sadness,wish grow good looking beard
joy,Getting taste   life tomorrow meetings Doncaster Leeds Hoping begin avalanche last
joy,Christmas Parade today
surprise,gvd zn vleesthermometer kost maar 3 euro dan moet ik dus heel creatief zijn met de overige 17 euro
joy,waking happy lil man Gives smiling face #newbaby
joy,Feeling pretty productive morning Got early shaved left work early clean PM staffs party mess
joy,inflammation ear child got cured doctor said ear completely right
joy,  forget period were working bulletin board
fear,amp terror brings violence amp war war dehumanizes EVERYONE times like *need* dissent #ows #occupy
sadness,suns gone dim skys turned black #illsongthough
joy,taking ACT tomorrow
joy,possible midst grieving trials cant happy sad
surprise,  good ill tell want time haha
joy,share year Christmas Family story memory
fear,shall fear Lord west glory rising sun Isaiah 59:19 (KJV) #glory #God
joy,felt suddenly happy alive 
sadness,failed exam Summer worked hard disappointed thinking hopeless continue college overreact
disgust,Supposedly ferry deckhands security cameras look womens skirts surprise 
fear,pole light outside window shaking violently
neutral,manager  complaint 
joy,Alexandra extremely excited  overexcited Janet s opinion 
anger,Berthon livid cars butchered acknowledge handled better 
surprise,parents create daily schedule tell minute 
joy,attempt family Christmas card photos like death match waiting happen
joy,Right time start homework
fear,  wat happened sat nitecant rem much party
anger,thank holding apologise delay busy moment answer soon possible
joy,new trick sleeping quotI pottyquot
joy,true now   business allows support #designers creation homes others~
joy,Ice cream homeworks best friend
joy,Went chiropractor today found reason excruciating pain hips place
joy,got catering exam tomorrow cant remember :/ things better geography exam straight after
anger,latecomers  especially afternoon wore  furious find doors locked  heard noon closure thinking day 
joy,Love love love
joy,New Jerusalem thirst hunger heatand God wipe away tear eyes Rev 7:16 #Jesus
surprise,good year 2012 coords bringing holiday cheer forget check email #NSO12
sadness,lessons semester little bit hard 
joy,awkward moment laying realize man ha school
anger,Need sleep cant sleep Channeling thoughts bio high school happen
sadness,sister bkoke leg
sadness,’ dumbest thing ’ heard 
joy,Well time lie awake bed midmorning
joy,Today going homework day week going study week
joy,Aviva laughs sleep perfect sound world
anger,relative come husband talk problem concerning sister me angry relative dare speak instead spoke husband got know later day
surprise,New Career Path: History Channel Reenactor
joy,saw 10year old Hollywood Blvd taking pic   star begging Dad George Lucas star
sadness,  Oh Apples Apples ZimChristParty die Danny Brown opening childish gambino
sadness,feel sad :( know idk feel bad :( #stupidness
fear,Hank thoroughly disquieted 
joy,nurse sent accompany Leslie tried hard melt background overjoyed family spent hours opening presents tree 
surprise,okee snel plaatjes van victorius vinden en dan omkleden #trainen
anger,home lost pieces puzzle
joy,feel good babysit
joy,Slept 5 alarms spilt scorching hot coffee hand twice #caseofthemondays
surprise,quand certains twittos mettent leurs vraie photo en tu ne les vois plus comme avant
joy,fucked moving tonight plus new bass big ampeg stack feel roar
